@RELATION extratreest6Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Conversations,Human-Gathering,Multimedia,Outdoors,Scream,SobbandCry}

@DATA
0.195716,0.024608,3.210473,0.280196,0.224218,1.948127,0.005187,0.323227,-22.434881,1.149387,-0.964790,-0.277806,-0.335027,0.141725,-0.144659,-0.241924,-0.147053,0.051066,-0.112291,-0.063175,-0.180179,0.010683,0.008584,0.009037,0.009196,0.010107,0.009650,0.008842,0.014639,0.014120,0.016975,0.013792,0.008344,0.009617,0.026743,0.011264,0.060533,0.019105,0.012503,0.224961,0.001355,0.052986,0.474472,0.297863,0.282896,0.228242,0.215339,0.233935,0.191569,0.182503,0.181734,0.168258,0.198424,0.183205,0.169654,0.008769,0.008034,0.005737,0.006543,0.007618,0.007511,0.010425,0.010734,0.011677,0.013489,0.010942,0.006174,0.004524,Human-Gathering
0.181784,0.025884,3.222652,0.270160,0.228514,1.868391,0.005188,0.293386,-22.324713,1.459578,-0.859156,-0.235626,-0.407980,0.110581,-0.014102,-0.234874,-0.133862,-0.049857,-0.141998,-0.078968,-0.189549,0.015545,0.010314,0.012064,0.011111,0.012613,0.011104,0.008658,0.015396,0.012455,0.015553,0.014338,0.010494,0.010061,0.023167,0.009575,0.040896,0.017126,0.012544,0.197308,0.001354,0.052274,0.377677,0.238410,0.243713,0.208440,0.197505,0.215170,0.195027,0.176372,0.187603,0.167143,0.192080,0.180789,0.175031,0.012407,0.008961,0.008065,0.007377,0.008415,0.009644,0.008844,0.010775,0.009523,0.012595,0.008998,0.009283,0.004052,Human-Gathering
0.186398,0.003055,3.186856,0.279272,0.236838,1.835966,0.006108,0.320250,-25.366930,1.522258,-0.698244,-0.179496,-0.378703,0.111051,-0.079624,-0.270101,-0.149541,-0.002617,-0.085514,-0.052024,-0.125067,0.014707,0.007768,0.012461,0.013134,0.012055,0.009351,0.007063,0.019010,0.014747,0.021251,0.013654,0.008664,0.011955,0.032676,0.001672,0.127039,0.024409,0.013521,0.301560,0.002257,0.088137,0.530700,0.291216,0.278633,0.207413,0.214706,0.223703,0.210681,0.194657,0.189294,0.204041,0.186654,0.213756,0.181272,0.011565,0.006749,0.008726,0.013003,0.008155,0.007267,0.008520,0.014703,0.013221,0.017526,0.009391,0.007417,0.005412,Human-Gathering
0.172591,0.012018,3.199005,0.269459,0.229307,1.712722,0.006493,0.271750,-24.403313,1.458928,-0.865041,-0.225046,-0.285055,0.091685,-0.030764,-0.212935,-0.121004,-0.020552,-0.080185,-0.117001,-0.121929,0.014348,0.009231,0.012864,0.013001,0.013614,0.009767,0.006180,0.018212,0.014653,0.016338,0.013030,0.008963,0.011741,0.026380,0.010319,0.068505,0.025299,0.018514,0.259999,0.002436,0.069406,0.741427,0.444127,0.306228,0.261501,0.244797,0.252720,0.228541,0.225599,0.201128,0.223267,0.203616,0.214818,0.179861,0.012136,0.008935,0.010932,0.012204,0.010610,0.008786,0.007311,0.012828,0.015668,0.013883,0.009743,0.007888,0.005310,Human-Gathering
0.178784,0.009224,3.204495,0.272460,0.233306,1.811071,0.005956,0.293318,-24.159120,1.552852,-0.741282,-0.323635,-0.389199,0.146619,0.025327,-0.224766,-0.065208,-0.093722,-0.141935,-0.024588,-0.120212,0.016896,0.008707,0.015350,0.013364,0.015218,0.010792,0.008575,0.015803,0.014966,0.015403,0.013026,0.009197,0.011770,0.026867,0.006184,0.052593,0.023186,0.015600,0.243892,0.002003,0.062765,0.502901,0.289033,0.251448,0.197343,0.221067,0.233517,0.203067,0.203435,0.195397,0.192457,0.182665,0.194281,0.191073,0.017841,0.007826,0.010826,0.010101,0.012830,0.008768,0.009181,0.010617,0.015505,0.010558,0.009445,0.007522,0.005848,Human-Gathering
0.187773,0.013354,3.197254,0.277276,0.225163,1.756908,0.005956,0.308182,-24.130655,1.141473,-1.120653,-0.490548,-0.206770,0.024744,-0.039331,-0.163101,-0.157015,-0.059500,-0.100816,0.012790,-0.126639,0.008778,0.007796,0.010265,0.012083,0.011917,0.008909,0.009381,0.011928,0.011889,0.013292,0.013095,0.010575,0.010276,0.030969,0.009448,0.060900,0.022347,0.014135,0.310713,0.002057,0.088490,0.521617,0.307870,0.273725,0.193564,0.232538,0.238865,0.199577,0.207325,0.208811,0.208411,0.209035,0.185770,0.148613,0.007775,0.007501,0.007851,0.010116,0.009890,0.007155,0.010079,0.009498,0.011162,0.012164,0.012228,0.011662,0.005071,Human-Gathering
0.221545,0.017663,3.227759,0.303215,0.223348,2.021737,0.005631,0.366273,-23.242373,0.582177,-1.122920,-0.266572,-0.272017,0.120745,-0.093701,-0.284616,-0.105345,-0.047610,-0.153071,0.005035,-0.221174,0.010293,0.007315,0.007635,0.008079,0.008988,0.008733,0.008324,0.010881,0.009262,0.011928,0.011261,0.009145,0.009364,0.028332,0.010149,0.047436,0.017747,0.010321,0.266833,0.001893,0.067523,0.574969,0.332084,0.306208,0.237870,0.221739,0.229308,0.195603,0.218175,0.197955,0.205673,0.210636,0.208064,0.186569,0.010676,0.007327,0.007164,0.008659,0.006914,0.006997,0.008835,0.008503,0.009384,0.009703,0.010358,0.010732,0.005171,Human-Gathering
0.263784,0.009252,3.164341,0.336109,0.238445,2.100621,0.005448,0.448455,-25.353077,0.676410,-0.831776,-0.383379,-0.405639,0.165223,-0.055952,-0.177952,-0.111213,-0.053695,-0.170305,-0.092446,-0.116915,0.009931,0.006812,0.008869,0.007632,0.010110,0.008276,0.007282,0.009367,0.011721,0.013098,0.009676,0.009254,0.008527,0.066609,0.009632,0.167582,0.042079,0.015296,0.327322,0.002289,0.107258,0.563096,0.338642,0.298838,0.202474,0.218662,0.205036,0.187807,0.196767,0.180205,0.202528,0.182440,0.189220,0.183228,0.007855,0.005731,0.008416,0.006192,0.009803,0.007615,0.006211,0.006656,0.011165,0.010817,0.007692,0.010446,0.005352,Human-Gathering
0.233364,0.013935,3.175742,0.318555,0.225299,1.862132,0.006980,0.396750,-23.965450,0.204205,-1.211178,-0.483584,-0.174460,0.204585,-0.279611,-0.409970,-0.029320,0.075477,-0.252767,-0.180730,-0.125592,0.005635,0.004882,0.004536,0.004025,0.004691,0.005936,0.006401,0.008474,0.008994,0.012035,0.013120,0.015532,0.009536,0.043355,0.010219,0.106816,0.026695,0.013693,0.402774,0.004092,0.089598,0.435660,0.307831,0.272382,0.268703,0.220984,0.220754,0.232577,0.194215,0.255636,0.200608,0.181928,0.199690,0.170015,0.004385,0.004816,0.003063,0.003694,0.004062,0.005418,0.007818,0.008556,0.009115,0.014740,0.013506,0.022209,0.007331,Human-Gathering
0.274045,0.025871,3.212848,0.333025,0.232402,1.795484,0.007216,0.445182,-23.569702,0.412358,-1.005004,-0.695488,-0.137790,0.188622,-0.044313,-0.502796,-0.129363,0.015118,-0.229080,-0.077010,-0.174885,0.006221,0.005308,0.004706,0.005475,0.005442,0.007459,0.008414,0.014536,0.009730,0.017869,0.006808,0.005458,0.010667,0.073157,0.012903,0.059847,0.038103,0.015386,0.379285,0.003383,0.107044,0.464104,0.341415,0.348012,0.238633,0.271861,0.259005,0.255426,0.241264,0.274154,0.251968,0.231991,0.229578,0.214682,0.006097,0.007525,0.003644,0.004543,0.005037,0.007193,0.011128,0.016898,0.011268,0.017985,0.007628,0.005699,0.006607,Human-Gathering
0.263330,0.020851,3.225146,0.331637,0.234202,1.994698,0.006093,0.452364,-23.378540,0.378660,-1.166515,-0.564217,-0.150790,0.067051,-0.164771,-0.373670,-0.114513,0.021339,-0.213524,-0.094879,-0.184566,0.008909,0.006717,0.005480,0.005498,0.005539,0.007140,0.007749,0.012706,0.008402,0.011383,0.008777,0.013648,0.010277,0.063654,0.010986,0.053354,0.034491,0.015750,0.381208,0.002352,0.116167,0.445283,0.309965,0.289112,0.287079,0.302098,0.213316,0.228428,0.217829,0.240640,0.248221,0.246340,0.218970,0.199899,0.009379,0.007242,0.004616,0.005415,0.005960,0.007156,0.009377,0.012522,0.008278,0.013409,0.007101,0.015014,0.006459,Human-Gathering
0.206409,0.009967,3.215170,0.296478,0.233914,1.956733,0.005464,0.353205,-23.938488,1.031071,-1.002644,-0.412642,-0.355614,0.164634,-0.099776,-0.373198,-0.131248,-0.041652,-0.221376,-0.104791,-0.138210,0.010526,0.007776,0.009421,0.009180,0.010813,0.009135,0.008583,0.012397,0.014506,0.013446,0.013975,0.010761,0.009544,0.038074,0.008265,0.061417,0.027875,0.013169,0.321938,0.001994,0.095590,0.466191,0.308000,0.244945,0.203518,0.217214,0.220875,0.208120,0.190555,0.217691,0.174643,0.186282,0.169317,0.165471,0.007721,0.005989,0.007104,0.008546,0.008492,0.006997,0.009017,0.009896,0.011477,0.013085,0.012747,0.009866,0.005316,Human-Gathering
0.192943,0.015414,3.209143,0.281336,0.222106,1.763421,0.006146,0.300409,-24.129164,0.915512,-1.268874,-0.394804,-0.240508,0.079253,0.007070,-0.392435,-0.129386,0.038539,-0.320819,-0.115791,-0.143726,0.010340,0.007317,0.008687,0.008460,0.010544,0.009739,0.008698,0.013384,0.011485,0.013803,0.016099,0.009282,0.011235,0.031930,0.007690,0.059369,0.019577,0.009812,0.234157,0.002202,0.060742,0.508575,0.337273,0.228439,0.194886,0.232575,0.193850,0.203969,0.195812,0.208297,0.197221,0.178887,0.187556,0.175064,0.009528,0.006380,0.006418,0.006983,0.009557,0.011256,0.009482,0.014267,0.011046,0.012608,0.015858,0.008588,0.006448,Human-Gathering
0.220261,0.011540,3.174211,0.293086,0.219794,1.714303,0.007261,0.343023,-24.742655,1.037576,-0.727484,-0.580501,-0.418814,0.141213,-0.091587,-0.377299,-0.116299,-0.059743,-0.110504,-0.081786,-0.159723,0.009593,0.007841,0.008416,0.007776,0.010218,0.011915,0.010116,0.014052,0.011169,0.017125,0.015197,0.007899,0.012248,0.050785,0.010798,0.096234,0.028976,0.014205,0.325005,0.003079,0.059603,0.517317,0.400851,0.298751,0.203530,0.228410,0.245958,0.206072,0.221939,0.243642,0.235590,0.192599,0.226084,0.193229,0.011419,0.010696,0.008052,0.007287,0.010639,0.012654,0.012985,0.013510,0.008660,0.017211,0.013861,0.009201,0.006691,Human-Gathering
0.193568,0.005979,3.217739,0.279764,0.227985,1.924460,0.005237,0.328159,-24.506057,1.278893,-0.879147,-0.396714,-0.412511,0.153391,-0.082504,-0.319610,-0.181301,-0.073462,-0.226068,-0.075917,-0.132497,0.011446,0.008321,0.010869,0.012126,0.014340,0.010650,0.008442,0.013222,0.014400,0.014970,0.011887,0.007874,0.009067,0.035013,0.005479,0.058924,0.022378,0.011619,0.197503,0.001478,0.068174,0.365882,0.261240,0.224705,0.171171,0.191449,0.199927,0.182255,0.161210,0.167932,0.174912,0.169096,0.177401,0.173025,0.008302,0.007436,0.007347,0.009573,0.011037,0.008293,0.007889,0.008522,0.012898,0.009990,0.007600,0.006759,0.003476,Human-Gathering
0.199659,0.027793,3.210818,0.283980,0.226700,1.898627,0.006047,0.330136,-22.343075,1.123375,-0.988297,-0.363105,-0.406480,0.123858,-0.127544,-0.265198,-0.082644,-0.029089,-0.142162,-0.052011,-0.167876,0.013805,0.007599,0.009424,0.008162,0.010391,0.010342,0.007462,0.012170,0.012991,0.017975,0.013375,0.009567,0.010424,0.031195,0.015286,0.060738,0.025889,0.014738,0.252281,0.002305,0.079339,0.418409,0.329823,0.235125,0.237441,0.233927,0.221149,0.193789,0.195097,0.204715,0.233235,0.195915,0.158445,0.178469,0.013611,0.007192,0.007624,0.006786,0.008208,0.011194,0.008042,0.008594,0.010850,0.020176,0.011171,0.007811,0.005728,Human-Gathering
0.195000,0.014342,3.209971,0.277868,0.221904,1.919593,0.005428,0.307591,-23.483339,1.075628,-1.026220,-0.257960,-0.380394,0.095766,-0.062019,-0.261019,-0.167328,0.038304,-0.108136,-0.071127,-0.157681,0.009788,0.009021,0.009545,0.009368,0.010891,0.011682,0.009755,0.014329,0.012412,0.013128,0.012450,0.008769,0.008957,0.022607,0.006615,0.056130,0.016842,0.010827,0.193001,0.001619,0.045401,0.438969,0.284534,0.217906,0.191992,0.199881,0.198981,0.190155,0.196520,0.184274,0.177733,0.180458,0.179121,0.183313,0.008316,0.009528,0.006718,0.007063,0.007718,0.010436,0.011020,0.010347,0.010153,0.008772,0.008463,0.007829,0.003718,Human-Gathering
0.192807,0.023335,3.210345,0.274808,0.223900,1.967005,0.005223,0.314091,-22.313505,1.268332,-0.837570,-0.252823,-0.422883,0.160001,-0.038416,-0.237201,-0.092594,-0.001485,-0.134777,-0.010559,-0.090164,0.011221,0.009858,0.013584,0.010095,0.012049,0.012184,0.009428,0.015819,0.010805,0.014395,0.016176,0.011379,0.010108,0.025830,0.011862,0.057274,0.018529,0.011797,0.190044,0.001532,0.046916,0.383305,0.308787,0.241543,0.220741,0.200379,0.221633,0.175522,0.182210,0.183850,0.183345,0.197559,0.183480,0.159599,0.007551,0.009648,0.011053,0.007784,0.009387,0.010409,0.010894,0.009615,0.008541,0.010694,0.011216,0.010749,0.004061,Human-Gathering
0.175318,0.012583,3.185798,0.268475,0.230265,1.828073,0.005331,0.287273,-23.207962,1.520969,-0.776965,-0.313708,-0.360552,0.111065,0.031635,-0.230677,-0.171007,-0.022321,-0.143221,-0.071415,-0.063300,0.011853,0.010667,0.013188,0.011467,0.014122,0.012090,0.009595,0.018981,0.011998,0.015076,0.014023,0.009171,0.010092,0.024308,0.005389,0.071694,0.020536,0.014136,0.231984,0.001462,0.068494,0.463467,0.314577,0.220636,0.199431,0.246521,0.219255,0.181871,0.182496,0.178699,0.182271,0.199767,0.186115,0.174645,0.008266,0.008766,0.009032,0.008101,0.009824,0.007890,0.009176,0.012942,0.009043,0.012076,0.010599,0.009033,0.004309,Human-Gathering
0.190000,0.020198,3.213644,0.280217,0.235611,1.899108,0.005729,0.308068,-22.694009,1.458802,-0.811413,-0.299615,-0.380773,0.089146,0.014963,-0.226071,-0.149831,-0.132485,-0.126240,-0.057425,-0.167491,0.014603,0.010496,0.012139,0.012442,0.014831,0.010992,0.008724,0.015627,0.011452,0.013719,0.012957,0.008386,0.009936,0.030487,0.007801,0.051142,0.022972,0.012938,0.231362,0.001632,0.072822,0.376895,0.290760,0.273251,0.184842,0.224444,0.211282,0.204893,0.190404,0.182715,0.164223,0.171143,0.184902,0.167935,0.012662,0.009155,0.008315,0.008724,0.011556,0.008016,0.009614,0.010583,0.009179,0.010854,0.010255,0.006722,0.004066,Human-Gathering
0.176716,0.022317,3.211241,0.267378,0.231787,1.818871,0.005719,0.294909,-22.601586,1.627905,-0.659951,-0.308006,-0.431407,0.173979,0.007146,-0.200021,-0.145580,0.002172,-0.102459,-0.005911,-0.088534,0.014840,0.009672,0.013670,0.010446,0.016422,0.012361,0.009339,0.018646,0.011998,0.016677,0.015267,0.010437,0.010996,0.027762,0.012584,0.056370,0.018551,0.013386,0.214485,0.001850,0.071744,0.589698,0.271289,0.275586,0.210226,0.190872,0.211687,0.207815,0.176072,0.205915,0.192232,0.184338,0.174997,0.160980,0.012896,0.008952,0.008237,0.007309,0.012321,0.009523,0.010866,0.012413,0.008958,0.013719,0.009726,0.010236,0.004556,Human-Gathering
0.157818,0.035469,3.195026,0.253729,0.229996,1.683963,0.005933,0.254977,-21.864241,1.842837,-0.618611,-0.311594,-0.468523,0.145914,0.042780,-0.206901,-0.177234,-0.031425,-0.122471,-0.033065,-0.115171,0.016317,0.011651,0.016459,0.014165,0.015943,0.015343,0.007801,0.018576,0.013640,0.016851,0.017006,0.010021,0.011942,0.021532,0.014551,0.061547,0.017681,0.011495,0.223162,0.002013,0.054393,0.393043,0.252701,0.262654,0.182195,0.212601,0.193702,0.193218,0.167598,0.169732,0.167473,0.180876,0.194441,0.161121,0.013354,0.011974,0.011965,0.011053,0.010425,0.012067,0.007440,0.012854,0.011338,0.010507,0.011451,0.008919,0.004090,Human-Gathering
0.186091,0.009938,3.200218,0.278439,0.237247,1.847407,0.006092,0.313773,-23.904401,1.559495,-0.763434,-0.337422,-0.428467,0.148732,0.003427,-0.216064,-0.184679,0.015093,-0.094273,-0.055660,-0.123541,0.011753,0.009721,0.011603,0.012359,0.013030,0.014535,0.012127,0.015002,0.012189,0.015045,0.017176,0.010154,0.010724,0.036822,0.006099,0.064232,0.027099,0.015410,0.252495,0.002002,0.085734,0.431998,0.319954,0.287632,0.209159,0.197197,0.214563,0.206013,0.196951,0.175805,0.186356,0.200638,0.185216,0.189944,0.009057,0.010812,0.007122,0.011478,0.009877,0.012372,0.011963,0.009299,0.011456,0.009580,0.012466,0.008712,0.004229,Human-Gathering
0.180398,0.026167,3.219141,0.264720,0.225665,1.857016,0.005181,0.291818,-22.207988,1.520554,-0.791592,-0.225495,-0.397705,0.141626,0.006663,-0.277642,-0.178543,-0.017220,-0.139726,-0.040182,-0.128064,0.012462,0.009750,0.012167,0.011215,0.013673,0.012810,0.009523,0.018378,0.016028,0.013858,0.014985,0.009876,0.010632,0.028264,0.010479,0.051388,0.016489,0.010716,0.198486,0.001449,0.059791,0.365282,0.249856,0.205110,0.196793,0.206248,0.181966,0.184446,0.192858,0.184324,0.162381,0.184940,0.175714,0.178626,0.009184,0.009522,0.008501,0.008733,0.008609,0.010019,0.008827,0.015913,0.013075,0.008691,0.010198,0.007770,0.004663,Human-Gathering
0.177875,0.013379,3.199589,0.270580,0.233761,1.811110,0.005648,0.295477,-23.354538,1.610976,-0.698134,-0.240274,-0.390214,0.130062,0.024076,-0.216197,-0.101874,-0.016059,-0.129841,-0.052473,-0.114892,0.015223,0.008740,0.014752,0.014412,0.014073,0.011321,0.008222,0.018881,0.011423,0.016745,0.014682,0.011357,0.011199,0.031352,0.006991,0.071276,0.026057,0.014894,0.243792,0.001595,0.083518,0.589017,0.341245,0.271861,0.210047,0.204832,0.215087,0.218508,0.188441,0.195179,0.210521,0.182206,0.186922,0.172334,0.013175,0.007459,0.010999,0.011577,0.012250,0.009582,0.006823,0.013062,0.008115,0.011446,0.009144,0.011813,0.004103,Human-Gathering
0.179273,0.023267,3.204422,0.267611,0.225730,1.833069,0.005678,0.295705,-22.661474,1.503219,-0.709320,-0.298661,-0.405295,0.192398,0.001498,-0.253650,-0.123331,0.043753,-0.139883,-0.059435,-0.136191,0.014111,0.008575,0.011029,0.009962,0.013617,0.012877,0.007210,0.016768,0.015046,0.016506,0.015450,0.011956,0.010863,0.023545,0.010759,0.056555,0.018400,0.012567,0.239460,0.002077,0.057399,0.436838,0.242613,0.288528,0.194277,0.221107,0.214964,0.203955,0.204681,0.195118,0.178602,0.165669,0.174016,0.183917,0.012942,0.008057,0.007289,0.006198,0.010550,0.011995,0.005988,0.010389,0.013137,0.012404,0.010951,0.011507,0.005247,Human-Gathering
0.200977,0.023898,3.222663,0.284312,0.227673,1.950806,0.005472,0.331159,-22.777012,1.176459,-0.796953,-0.234087,-0.425468,0.236380,-0.043707,-0.332207,-0.032550,0.063640,-0.193699,-0.134564,-0.110260,0.013355,0.006584,0.009383,0.008899,0.011109,0.009484,0.007022,0.012144,0.010507,0.020141,0.016552,0.008686,0.010276,0.031078,0.014393,0.053918,0.020757,0.012293,0.221067,0.001675,0.065039,0.547812,0.351735,0.269015,0.209243,0.208115,0.211618,0.209999,0.188033,0.184662,0.181313,0.159672,0.186540,0.167406,0.012013,0.007132,0.006032,0.007716,0.008512,0.009244,0.007067,0.008782,0.008512,0.016109,0.012224,0.007134,0.004620,Human-Gathering
0.200102,0.032620,3.225992,0.281632,0.224133,2.007388,0.005328,0.328386,-21.852759,1.141758,-0.892887,-0.337447,-0.419399,0.111148,-0.050988,-0.268570,-0.135497,0.070547,-0.177187,-0.087832,-0.201497,0.012919,0.009546,0.010148,0.009330,0.011103,0.009570,0.007648,0.012822,0.015274,0.014711,0.013899,0.009389,0.009274,0.028683,0.012114,0.050702,0.018675,0.010992,0.201106,0.001306,0.054480,0.398142,0.286217,0.230485,0.224132,0.227242,0.214853,0.205026,0.168160,0.190437,0.191316,0.171232,0.174063,0.167589,0.010650,0.008509,0.007909,0.006777,0.009014,0.007748,0.007429,0.009298,0.011512,0.009709,0.008970,0.007379,0.003576,Human-Gathering
0.194090,0.011058,3.210530,0.284887,0.225530,1.846242,0.010311,0.325459,-24.965900,0.903613,-1.059631,-0.370687,-0.275742,0.097468,-0.068473,-0.342737,-0.130829,0.100711,-0.084247,-0.047919,-0.167348,0.008672,0.009108,0.007766,0.006820,0.007662,0.008528,0.014544,0.016098,0.020585,0.014755,0.009387,0.007964,0.011756,0.032934,0.006027,0.092433,0.023953,0.017011,0.315860,0.020497,0.074611,1.149132,0.284303,0.260923,0.205931,0.227200,0.187987,0.202611,0.196995,0.179495,0.207187,0.176719,0.169306,0.172572,0.006385,0.009525,0.007193,0.006347,0.005730,0.007024,0.016585,0.016005,0.018723,0.010336,0.006633,0.007872,0.007028,Human-Gathering
0.394532,0.008380,3.220124,0.308242,0.284984,1.319358,0.003306,0.656938,-25.840557,1.737352,-0.401357,0.602213,-0.286231,0.106038,0.165836,0.187980,0.165002,0.043397,-0.080650,0.033155,-0.026213,0.006514,0.006856,0.019877,0.006624,0.006194,0.003708,0.030106,0.003604,0.005217,0.007114,0.013934,0.003518,0.012807,0.104217,0.006065,0.090076,0.043347,0.021024,0.406007,0.001836,0.109953,0.823125,0.583792,0.451659,0.414684,0.378592,0.294051,0.281869,0.311148,0.262941,0.289932,0.319416,0.246966,0.189942,0.005426,0.012055,0.015755,0.006982,0.005056,0.005333,0.024397,0.005708,0.006833,0.010005,0.011823,0.006115,0.007373,Multimedia
0.190773,0.011701,3.204685,0.200931,0.248458,0.621799,0.006214,0.382134,-27.451772,2.035396,-0.802030,0.442667,-0.566935,0.093114,-0.047399,0.225241,0.111187,0.001773,-0.163301,-0.025954,-0.076361,0.014839,0.013705,0.020424,0.011972,0.012048,0.013654,0.025096,0.002504,0.007204,0.014323,0.017476,0.012157,0.019623,0.081482,0.013646,0.094998,0.040672,0.025620,0.324441,0.003572,0.229433,1.578628,0.478266,0.530048,0.384249,0.350221,0.331184,0.290722,0.280750,0.292272,0.308340,0.292346,0.294152,0.273589,0.018597,0.020736,0.016920,0.014876,0.016667,0.023198,0.026402,0.003863,0.008949,0.017876,0.014740,0.016565,0.009501,Multimedia
0.367005,0.008160,3.248641,0.312711,0.284294,1.297701,0.003992,0.674533,-25.962066,1.915350,-0.630377,0.855839,-0.207844,-0.123668,0.177452,0.197447,0.134535,0.048505,-0.273403,-0.057465,0.156443,0.008943,0.009332,0.021016,0.006021,0.006892,0.008172,0.023506,0.005460,0.002956,0.003375,0.012725,0.005472,0.012918,0.094484,0.004185,0.040068,0.051641,0.013426,0.380373,0.002946,0.101546,0.774595,0.403217,0.462319,0.370062,0.325381,0.273559,0.205363,0.252609,0.241350,0.253916,0.256597,0.263402,0.203751,0.008470,0.010947,0.021000,0.007429,0.008067,0.008544,0.018402,0.010025,0.003858,0.003016,0.008627,0.008325,0.006593,Multimedia
0.311573,0.033787,3.249300,0.270377,0.280198,1.077959,0.003188,0.698269,-23.370157,1.633403,-0.996337,1.070947,-0.120920,0.063170,0.014939,-0.121996,-0.100857,-0.099892,0.152262,0.187816,-0.036599,0.004990,0.002415,0.015293,0.017590,0.008787,0.010963,0.025068,0.001685,0.009521,0.004695,0.013414,0.005630,0.012910,0.064680,0.011779,0.042011,0.036596,0.011980,0.321466,0.001571,0.036765,0.504600,0.346966,0.355095,0.315825,0.255207,0.197727,0.247568,0.211746,0.201754,0.259411,0.252927,0.195890,0.203394,0.004154,0.002596,0.011317,0.011232,0.009512,0.013227,0.017676,0.001592,0.008494,0.003537,0.009220,0.006422,0.005331,Multimedia
0.209375,0.048694,3.222990,0.230553,0.257960,0.822466,0.002517,0.407155,-22.121254,2.211458,-0.498479,0.697053,0.075780,0.063066,0.304543,-0.001112,-0.174911,0.029920,-0.002505,-0.139312,-0.255912,0.038196,0.003688,0.031916,0.009805,0.014362,0.007749,0.030393,0.002609,0.006659,0.007539,0.022796,0.002271,0.017462,0.061999,0.014683,0.044601,0.020690,0.008116,0.216649,0.000759,0.215209,0.378946,0.202892,0.288794,0.196776,0.179656,0.171319,0.171308,0.199580,0.173834,0.166302,0.161578,0.179679,0.158333,0.027969,0.002792,0.014719,0.006981,0.009392,0.005733,0.016050,0.002728,0.005655,0.005595,0.013880,0.001557,0.006092,Multimedia
0.221665,0.032170,3.212572,0.244023,0.259915,0.982225,0.002702,0.493020,-22.667305,1.975861,-0.382443,0.859928,0.025083,-0.044764,0.301208,0.087959,-0.124484,0.106604,-0.054363,-0.151996,-0.161943,0.026804,0.003438,0.033846,0.011737,0.014662,0.008220,0.027043,0.002070,0.004764,0.010442,0.026124,0.003220,0.016062,0.053054,0.013482,0.058258,0.023335,0.009236,0.267047,0.001249,0.206543,0.385094,0.212333,0.399841,0.221226,0.246657,0.197870,0.178317,0.180834,0.200062,0.206643,0.173251,0.170013,0.184013,0.024461,0.002465,0.021206,0.009279,0.009093,0.006754,0.015287,0.001853,0.004713,0.007160,0.015979,0.003438,0.006862,Multimedia
